TimeStamp,2016,2017,2018,2019,2020,2021
01/01/2002 00:00,8.8,8.36,4.23,15.65,3.82,1.94
01/01/2002 01:00,10.03,7.3,2.34,15.72,3.17,1.9
01/01/2002 02:00,10.31,10.31,0.94,16.04,5.46,1.75
01/01/2002 03:00,10.07,10.77,1.76,16.03,1.22,3.85
01/01/2002 04:00,9.74,11.53,2.9,16.05,2.05,3.2
01/01/2002 05:00,9.07,12.04,2.7,16.96,2.29,3.08
01/01/2002 06:00,8.66,11.69,3.08,14.34,0.63,2.76
01/01/2002 07:00,7.98,12.55,3.02,13.35,3.77,1.48
01/01/2002 08:00,8.01,11.99,2.27,11.48,0.49,1.34
01/01/2002 09:00,7.75,9.82,2.31,9.06,2.59,1.08
01/01/2002 10:00,8.96,9.02,2.44,9.26,2.59,2.01
01/01/2002 11:00,9.53,10.19,3.07,4.96,1.82,2.82
01/01/2002 12:00,7.77,13.65,3.28,6.05,10.17,3.05
01/01/2002 13:00,6.59,14.46,1.93,6.56,11.94,3.29
01/01/2002 14:00,6.4,15.28,1.36,6.04,13.85,4
01/01/2002 15:00,6.75,12.78,2.38,5.26,12.19,5.26
01/01/2002 16:00,6.9,11.94,4.45,2.61,12.11,3.68
01/01/2002 17:00,6.61,11.12,6.88,1.92,13.32,3.93
01/01/2002 18:00,6.21,9.2,6.35,2.61,13,4.27
01/01/2002 19:00,6,6.99,4.49,5.15,11.74,2.19
01/01/2002 20:00,5,7.15,3.22,3.4,7.2,2.87
01/01/2002 21:00,5.03,8.6,2.62,1.83,6.92,2.38
01/01/2002 22:00,5.53,6.07,3.39,1.3,6.27,3.57
01/01/2002 23:00,5.97,4,4.11,4.07,9.21,3.92
02/01/2002 00:00,6.15,4.01,4.91,3.88,9.91,3.21
02/01/2002 01:00,5.78,4.47,5.96,0.77,10.44,1.81
02/01/2002 02:00,6.28,3.36,6,0.65,9.16,0.86
02/01/2002 03:00,5.8,4.13,4.03,1.61,8.93,0.6
02/01/2002 04:00,6.3,2.73,4.45,3.22,8.83,2.43
02/01/2002 05:00,7.43,1.4,7.57,3.42,8.92,3.85
02/01/2002 06:00,7.11,1.84,8.81,3.56,4.51,6.11
02/01/2002 07:00,6.41,1.94,6.16,2.67,5.22,6.02
02/01/2002 08:00,5.49,1.54,4.04,2.94,4.83,4.12
02/01/2002 09:00,4.81,2.28,5.2,3.11,2.73,0.95
02/01/2002 10:00,4.67,2.51,6.14,2.55,2.21,0.6
02/01/2002 11:00,5.29,2.84,4.57,2.81,3.23,0.46
02/01/2002 12:00,5.99,4.43,3.74,1.9,1.99,1.39
02/01/2002 13:00,5.31,5.21,3.94,1.38,2.45,1.99
02/01/2002 14:00,5.67,6.47,6.55,1.3,4.59,0.81
02/01/2002 15:00,6.52,6.45,5.72,2.26,5.49,1.78
02/01/2002 16:00,5,5.86,6.31,1.75,2.59,2.82
02/01/2002 17:00,5.35,5.49,4.51,1.94,1.53,2.86
02/01/2002 18:00,4.75,4.84,4.47,1.58,1.13,4.19
02/01/2002 19:00,4.43,4.57,3.66,2.4,1.4,4.68
02/01/2002 20:00,4.72,5.09,4.81,2.18,2.25,4.49
02/01/2002 21:00,5.55,4.86,4.83,4.1,1.93,4.14
02/01/2002 22:00,6.88,3.75,3.94,3.74,2.15,3.76
02/01/2002 23:00,5.97,5.29,3.96,3.7,2.58,2.41
03/01/2002 00:00,5.3,3.68,4.18,3.64,3.23,2.24
03/01/2002 01:00,4.98,4.63,4.57,6.08,3.16,1.67
03/01/2002 02:00,4.49,4.18,5.13,5.93,2.96,1.45
03/01/2002 03:00,3.57,5.62,5.84,4.7,4.33,1.51
03/01/2002 04:00,4.77,6.14,6.78,4.28,5.07,1.91
03/01/2002 05:00,5.08,4.86,6.4,5,4.46,1.36
03/01/2002 06:00,4.8,7.28,6.07,5.2,4.13,0.66
03/01/2002 07:00,4.53,8.85,5.2,4.44,2.9,0.86
03/01/2002 08:00,6.29,8.06,6.09,4.93,2.74,2.28
03/01/2002 09:00,5.51,8.03,4.16,4.13,4.27,2.24
03/01/2002 10:00,4.81,8.23,3.98,3.43,3.56,1.86
03/01/2002 11:00,4.26,7.04,6.67,2.87,2.47,1.94
03/01/2002 12:00,3.09,7.47,3.03,2.29,2.27,1.62
03/01/2002 13:00,2.6,7.85,3.05,3.95,1.53,0.63
03/01/2002 14:00,4.08,7.98,3.27,4.12,1.79,1.61
03/01/2002 15:00,6.7,12.07,5.19,4.93,2.03,0.96
03/01/2002 16:00,3.94,14.03,2.76,5.58,2.19,1.13
03/01/2002 17:00,3.16,11.79,3.11,4.59,2.74,2.42
03/01/2002 18:00,3.05,12.26,3.33,3.48,7.14,3.7
03/01/2002 19:00,3.93,12.38,5.19,3.2,5.63,3.48
03/01/2002 20:00,6.45,13.95,3.33,3.64,6.59,3.49
03/01/2002 21:00,5.41,17.08,3.54,3.49,6.41,5.4
03/01/2002 22:00,2.53,17.36,7.8,3.76,5.06,6.25
03/01/2002 23:00,0.87,17.9,2.88,3.25,6.45,5.31
04/01/2002 00:00,3.35,16.64,4.52,3.3,8.59,4.02
04/01/2002 01:00,5.48,18.38,3.59,2.95,8.75,5.09
04/01/2002 02:00,5.14,19.9,5.77,3.18,6.01,5.44
04/01/2002 03:00,3.66,16.79,1.92,3.21,6.86,5.8
04/01/2002 04:00,4.01,12.59,2.68,3.38,6.88,8.02
04/01/2002 05:00,3.31,11.43,1.97,3.51,7.07,7.17
04/01/2002 06:00,4.59,8.85,1.54,3.46,6.33,6.3
04/01/2002 07:00,5.69,7.04,2.19,3.17,7.84,11.84
04/01/2002 08:00,8.51,5.26,3.03,3.36,5.65,9.73
04/01/2002 09:00,7.62,4.69,2.76,2.66,4.03,14.14
04/01/2002 10:00,6.08,3.88,1.34,2.46,4.21,15.27
04/01/2002 11:00,4.4,4.27,1.68,2.41,1.72,18.16
04/01/2002 12:00,6.25,4,1.35,1.87,2.91,14.46
04/01/2002 13:00,8.71,4.14,4.41,0.62,5.93,11.7
04/01/2002 14:00,8.55,4.58,7.73,1.81,7.61,10.26
04/01/2002 15:00,8.17,5.43,8.84,2.54,7.55,7.6
04/01/2002 16:00,8.04,4.7,6.97,1,8.42,9.09
04/01/2002 17:00,9.74,2.04,7.33,2.08,7.51,10.04
04/01/2002 18:00,8.14,4.72,6.56,2.22,5.76,9.01
04/01/2002 19:00,8.68,5.11,8.82,1.64,5.38,4.2
04/01/2002 20:00,9.41,3.89,10.3,4.05,5.19,4.93
04/01/2002 21:00,10.08,3.76,7.47,10.14,5.82,6.5
04/01/2002 22:00,9.78,2.74,6.83,9.35,4.94,4.04
04/01/2002 23:00,10.83,3.99,4.46,7.54,4.51,3.1
05/01/2002 00:00,10.29,4.69,9.03,7.1,5.59,0.67
05/01/2002 01:00,10.17,5.07,7.98,8.02,5.51,0.54
05/01/2002 02:00,9.39,5.69,7.74,7.91,5.06,1.23
05/01/2002 03:00,7.84,5.61,7.02,10.32,4.07,0.34
05/01/2002 04:00,8.66,4.28,7.85,11.54,2.16,2.91
05/01/2002 05:00,10.18,2.64,6.62,10.67,2.08,2.99
05/01/2002 06:00,7.69,3.15,10.25,10.17,6.56,0.96
05/01/2002 07:00,8.16,2.3,8.84,12.09,5.69,2.03
05/01/2002 08:00,5.82,2.45,7.12,13.64,5.93,2.53
05/01/2002 09:00,6.49,2.74,4.31,12.74,5.74,2.78
05/01/2002 10:00,9.08,3.46,5.63,11.14,3.34,4.17
05/01/2002 11:00,7.95,2.76,5.96,12.06,4.88,3.95
05/01/2002 12:00,8.17,2.08,5.98,10.94,4.66,3.43
05/01/2002 13:00,9.6,2.24,7.23,10.75,5.16,2.76
05/01/2002 14:00,5.01,6.79,7.86,15.11,9.43,3.13
05/01/2002 15:00,7.35,6.25,7.72,14.77,8.76,4.21
05/01/2002 16:00,7.95,1.55,8.33,11.38,7.91,4.68
05/01/2002 17:00,9.97,5.28,5.12,11.66,6.53,4.55
05/01/2002 18:00,9.19,4.64,2.15,13.04,3.22,6.06
05/01/2002 19:00,6.92,6.59,1.72,8.95,4.76,6.5
05/01/2002 20:00,5.36,4.98,1.74,9.3,7.14,5.77
05/01/2002 21:00,6.79,7.26,0.98,11.6,7.63,5.52
05/01/2002 22:00,5.39,7.18,1.84,9.59,6.95,5.54
05/01/2002 23:00,6.9,5.14,3.9,10.18,6.55,5.07
06/01/2002 00:00,9.79,3.56,3.85,8.81,6.07,4.36
06/01/2002 01:00,9.36,3.09,2.02,7.6,5.4,4.25
06/01/2002 02:00,10.75,3.35,4.03,6.79,5.88,3.55
06/01/2002 03:00,12.23,4.39,2.68,6.07,6.32,3.16
06/01/2002 04:00,15.56,4.62,1.66,5.46,6.38,4.49
06/01/2002 05:00,17.76,4.35,2.77,6.56,6.68,5.49
06/01/2002 06:00,11.2,5.18,3.93,7.16,5.88,5.28
06/01/2002 07:00,10.89,6.1,0.82,7.53,4.17,3.81
06/01/2002 08:00,6.41,6.75,5.94,8.84,3.67,2.97
06/01/2002 09:00,8.43,6.31,3.11,9.64,3.55,1.5
06/01/2002 10:00,8.44,4.85,3.34,11.15,2.64,1.26
06/01/2002 11:00,6.05,4.14,3.4,9.96,2.55,1.75
06/01/2002 12:00,7.05,4.54,4.17,11,2.58,1.79
06/01/2002 13:00,7.41,4.04,5.22,13.71,1.9,0.75
06/01/2002 14:00,7.83,3.23,4.82,19.48,1.98,2.31
06/01/2002 15:00,8.92,3.06,4.35,18.38,0.85,0.1
06/01/2002 16:00,2.95,5.16,5.14,20.84,1.23,1.21
06/01/2002 17:00,1.03,6.18,5.15,18.29,1.45,2.26
06/01/2002 18:00,0.13,5.46,4.57,17.64,0.16,2.56
06/01/2002 19:00,3.3,4.7,2.05,19.93,1.18,2.7
06/01/2002 20:00,1.94,4.89,0.64,14.69,1.38,1.83
06/01/2002 21:00,4.82,3.94,0.78,9.82,2.57,2.08
06/01/2002 22:00,6.97,3.75,1.7,9.48,3.09,1.56
06/01/2002 23:00,7.34,4.21,2.87,8.59,3.33,2.45
07/01/2002 00:00,8.49,4.35,3.99,5.58,3.66,4.34
07/01/2002 01:00,7.39,4.93,4.49,6.04,4.58,5.05
07/01/2002 02:00,5.53,4.47,4.25,3.63,5.1,5.65
07/01/2002 03:00,2.89,5.74,4.09,2.1,6.43,7.65
07/01/2002 04:00,2.95,5.46,5.77,0.78,6.08,7.21
07/01/2002 05:00,3.66,4.94,7.18,1.81,6.24,7.29
07/01/2002 06:00,1.45,7.38,6.31,2.59,6.56,7.03
07/01/2002 07:00,3.31,6.9,4.73,3.65,5.54,5.42
07/01/2002 08:00,3.74,6.02,4.29,3.43,3.68,5.48
07/01/2002 09:00,5.12,4.98,3.72,1.74,4.8,3.31
07/01/2002 10:00,4.85,3,4.68,1.38,2.02,3.88
07/01/2002 11:00,4.48,5.08,3.82,3.02,2.53,4.19
07/01/2002 12:00,4.45,8.56,2.88,6.74,1.36,4.82
07/01/2002 13:00,3.55,9.8,2.38,6.38,5.77,4.17
07/01/2002 14:00,3.53,11.74,1.77,5.69,8,4.06
07/01/2002 15:00,2.93,14.08,1.94,4.94,13.17,3.89
07/01/2002 16:00,1.22,14.9,2.22,4.82,10.9,3.93
07/01/2002 17:00,2.37,12.62,1.93,3.17,8.9,3.93
07/01/2002 18:00,4.57,9.45,0.9,3.96,6.23,3.52
07/01/2002 19:00,4.55,10.47,1.03,3.29,4.54,4.97
07/01/2002 20:00,5.14,10.54,0.12,4.15,3.27,5.19
07/01/2002 21:00,3.47,9.25,1.49,5.1,5.63,3.84
07/01/2002 22:00,3.38,6.8,0.84,4.27,7.49,1.12
07/01/2002 23:00,2.8,6.69,1.54,2.55,7.3,4.09
08/01/2002 00:00,0.33,5.7,2.97,3.27,8.31,3.02
08/01/2002 01:00,1.93,8.68,2.47,1.29,6.4,4.46
08/01/2002 02:00,3.22,10.29,4.17,4.86,6.84,3.91
08/01/2002 03:00,3.55,12.35,3.68,3.22,6.52,1.16
08/01/2002 04:00,3.64,13.22,2.36,4.78,6.34,1.54
08/01/2002 05:00,3.52,12.2,2.92,7.66,6.64,3.7
08/01/2002 06:00,3.6,11.91,3.92,8.46,4.95,4.41
08/01/2002 07:00,3.06,13.11,5.12,10.06,4.4,4.68
08/01/2002 08:00,3.2,11.88,2.95,9.38,5.4,2.8
08/01/2002 09:00,3.64,15.09,3.69,7.56,6.02,2.55
08/01/2002 10:00,3.16,16.82,4.62,5.47,7.26,1.26
08/01/2002 11:00,2.81,16.77,7.03,6.07,8.03,1.4
08/01/2002 12:00,1.85,18.1,3.59,6.76,9.13,6.02
08/01/2002 13:00,2.05,19.05,3.74,1.78,9.09,5.84
08/01/2002 14:00,2.63,17.08,3.03,7.17,9.57,6.16
08/01/2002 15:00,2.78,21.38,5.78,9.77,9.53,6.67
08/01/2002 16:00,2.11,20.83,7.67,8.09,8.32,6.71
08/01/2002 17:00,1.82,19.46,7.2,8.26,6.57,3.76
08/01/2002 18:00,2.52,17.28,7.44,9.33,6.17,2.7
08/01/2002 19:00,3.24,12.99,6.58,9.5,6.8,4.59
08/01/2002 20:00,5.78,12.07,6.53,8.1,5.82,5.4
08/01/2002 21:00,3.47,11.41,6.38,8.28,5.71,3.08
08/01/2002 22:00,4.4,10.79,4.05,8.02,5.64,4.91
08/01/2002 23:00,5.08,11.9,3.12,12.37,6.95,5.27
09/01/2002 00:00,5.94,10.96,3.31,14.29,7.6,6.24
09/01/2002 01:00,6.17,11.16,3.87,8.47,9.11,5.24
09/01/2002 02:00,6.45,11.17,3.88,11.12,9.46,3.32
09/01/2002 03:00,6.44,12.34,6.84,8.4,7.68,2.39
09/01/2002 04:00,7.48,11.55,7.21,7.52,5.73,4.01
09/01/2002 05:00,9.04,8.12,7,12.12,4.07,4.2
09/01/2002 06:00,10.79,6.97,7.11,9.29,4.46,5.05
09/01/2002 07:00,10.67,7.37,8.13,10.44,8.18,4.87
09/01/2002 08:00,9.22,7.68,7.07,9.13,1.07,3.24
09/01/2002 09:00,7.62,6.7,8.29,8.63,4.6,3.02
09/01/2002 10:00,6.38,6.29,8.67,6.72,8.14,2.67
09/01/2002 11:00,6.54,7.07,8.24,8.03,7.39,1.46
09/01/2002 12:00,4.97,6.87,8.69,8.1,6.33,4.86
09/01/2002 13:00,4.13,7.87,8.1,8.5,6.24,5.47
09/01/2002 14:00,2.74,8.55,11.89,8.45,5.46,5.14
09/01/2002 15:00,3.29,8.61,11.87,7.81,4.43,5.8
09/01/2002 16:00,3.15,9.33,9.82,5.87,2.65,5.27
09/01/2002 17:00,3.58,10.14,7.25,5.11,2.12,5.07
09/01/2002 18:00,3.56,11.69,12.88,5.83,2.79,4
09/01/2002 19:00,4.46,11.95,13.7,5.78,1.8,4.17
09/01/2002 20:00,4.44,13.19,11.9,6.19,1.08,3.17
09/01/2002 21:00,6.36,12.42,11.79,3.12,2.09,3.04
09/01/2002 22:00,5.83,12.13,10.69,3.83,1.36,4.7
09/01/2002 23:00,6.12,12.88,12.81,4.25,1.85,5.14
10/01/2002 00:00,6.74,13.1,12.57,4.1,2.74,1.42
10/01/2002 01:00,7.44,13.64,11.19,2.94,2.7,0.81
10/01/2002 02:00,7.97,12.65,10.74,2.05,0.98,1.74
10/01/2002 03:00,7.82,13.54,11.74,0.67,0.58,0.9
10/01/2002 04:00,6.9,14.89,12.55,0.9,1.78,0.43
10/01/2002 05:00,7.24,15.01,11.14,1.39,1.81,0.62
10/01/2002 06:00,7.26,15.9,5.46,2.07,1.72,2.12
10/01/2002 07:00,6.27,14.68,6.7,4.51,0.77,2.47
10/01/2002 08:00,5.14,13.45,6.37,3.61,1.43,1.13
10/01/2002 09:00,6.01,16.07,5.8,3.02,2.42,2.31
10/01/2002 10:00,5.31,14.84,4.98,3.4,1.47,0.23
10/01/2002 11:00,6.47,18.39,5.91,3.62,0.53,1.43
10/01/2002 12:00,5.3,17.51,6.09,3.24,1.61,2.36
10/01/2002 13:00,5.18,16.09,4.71,2.79,1.48,3.75
10/01/2002 14:00,4.31,16.58,5.1,1.88,5.04,4.75
10/01/2002 15:00,3,17.18,3.7,2.43,5.59,8.45
10/01/2002 16:00,3.44,17.33,3.38,3.43,7.25,4.43
10/01/2002 17:00,5.26,20.88,3.92,1.24,10,3.78
10/01/2002 18:00,5.54,18.93,3.54,0.25,8.31,1.63
10/01/2002 19:00,5.73,19.92,3.25,0.94,6.74,1.84
10/01/2002 20:00,3.88,14.75,3.73,1.19,6.19,2
10/01/2002 21:00,5.7,15.05,3.09,2.03,4.93,2.64
10/01/2002 22:00,6.29,14.56,4.93,1.66,2.43,1.57
10/01/2002 23:00,4.12,12.25,5.38,3.31,4.11,0.79
11/01/2002 00:00,6.66,13.38,4.8,5.79,5.43,0.46
11/01/2002 01:00,4.7,12.52,4.32,5.93,6,1.56
11/01/2002 02:00,3.17,11.93,4.35,2.63,5.66,2.07
11/01/2002 03:00,3.43,12.44,3.54,1.57,6.02,2.04
11/01/2002 04:00,4.84,12.06,3.2,3.54,6.08,1.68
11/01/2002 05:00,5.14,11.57,1.18,4.61,7.72,2.15
11/01/2002 06:00,4.34,9.31,0.27,5.13,6.92,3.16
11/01/2002 07:00,3.05,9.64,3.32,3.92,6.6,2.75
11/01/2002 08:00,3,5.49,3.48,4.94,5.74,1.84
11/01/2002 09:00,3.03,5.71,3.64,4.47,4.7,2.4
11/01/2002 10:00,2.44,5.11,2.71,4.37,6.93,2.73
11/01/2002 11:00,3.67,5.45,3.32,4.64,7.07,2.44
11/01/2002 12:00,4.75,5.27,3.45,7.12,8.42,2.23
11/01/2002 13:00,4.88,6.99,2.74,6.88,11.38,2.32
11/01/2002 14:00,4.55,6.69,2.86,4.15,11.22,2.3
11/01/2002 15:00,3.98,6.67,2.8,4.37,8.51,9.77
11/01/2002 16:00,4.61,5.78,2.89,4.83,8.38,5.75
11/01/2002 17:00,4.37,4.42,4.01,5.35,9.62,2.21
11/01/2002 18:00,4.12,4.44,3.48,2.42,10.05,2.8
11/01/2002 19:00,4.97,3.51,2.4,3.09,8.61,3.04
11/01/2002 20:00,4.41,3.41,0.84,4.38,6.48,4.52
11/01/2002 21:00,4.2,4.02,1.14,4.99,6.07,1.47
11/01/2002 22:00,3.6,3.34,2.03,5.26,4.98,1.39
11/01/2002 23:00,4.47,3.62,2.73,4.39,4.36,0.76
12/01/2002 00:00,5.04,2.68,2.71,3.92,0.28,3.42
12/01/2002 01:00,5.22,4.22,2.27,5.65,4.54,3.76
12/01/2002 02:00,4.51,6.23,1.83,4.33,3.06,3.04
12/01/2002 03:00,3.89,5.03,2.71,5.15,3.02,2.34
12/01/2002 04:00,4.48,5.48,4.35,2.95,5.21,0.9
12/01/2002 05:00,4.96,7.67,8.03,2.39,4.36,5.97
12/01/2002 06:00,5.14,10.23,6.24,3.83,3.84,4.07
12/01/2002 07:00,4.03,9.85,4.61,3.99,3.88,1.91
12/01/2002 08:00,3.56,8.8,4.52,3.97,4.1,1.33
12/01/2002 09:00,2.82,9,4.84,3.02,5.63,1.9
12/01/2002 10:00,2.57,9.76,4.19,3.37,6.66,1.28
12/01/2002 11:00,3.33,9.26,4.41,3.86,7.31,1.08
12/01/2002 12:00,2.91,8.73,4.89,3.59,8.81,2.15
12/01/2002 13:00,2.03,7.43,3.88,2.34,8.81,1.09
12/01/2002 14:00,0.85,5.36,4.26,3.2,9.51,3.76
12/01/2002 15:00,0.98,4.25,2.19,4.28,9.12,2.69
12/01/2002 16:00,1.61,3.27,1.09,3.11,9.27,2.85
12/01/2002 17:00,1.43,5.45,2.24,8.79,9.14,5.02
12/01/2002 18:00,6.01,8.13,2.16,7.44,7.37,3.55
12/01/2002 19:00,12.02,7.2,3.09,4.88,7.56,3.61
12/01/2002 20:00,7.35,6.98,4.52,4.18,7.88,3.33
12/01/2002 21:00,4.32,9.12,3.7,4.83,6.53,3.81
12/01/2002 22:00,5.64,6.12,3.62,5.08,8.66,3.89
12/01/2002 23:00,10.03,5.24,3.93,3.33,10.21,4.1
13/01/2002 00:00,8.67,6.18,4.92,2.88,5.69,4.19
13/01/2002 01:00,9.18,3.8,3.47,2.85,4.9,1.29
13/01/2002 02:00,12.47,3.09,3.61,4.3,3.67,0.96
13/01/2002 03:00,9.71,2.26,4.35,2.5,3.14,0.78
13/01/2002 04:00,8.3,2.01,5.58,3.61,5.98,1.72
13/01/2002 05:00,13.25,1.98,5.8,5.34,5.79,1.68
13/01/2002 06:00,16.01,0.81,5.76,8.38,6.04,1.1
13/01/2002 07:00,10.92,1.35,6.27,7.4,2.33,1.82
13/01/2002 08:00,11,1.14,7.02,7.35,3.86,1.99
13/01/2002 09:00,11.11,1.83,7.05,5.45,4.25,1.34
13/01/2002 10:00,11.15,0.79,6.34,5.34,3.72,1.58
13/01/2002 11:00,11.79,1.86,6.19,3.79,4.72,1.11
13/01/2002 12:00,11.05,1.76,5.99,3.75,5.88,0.62
13/01/2002 13:00,10.96,3.15,6.28,5.81,6.11,1.5
13/01/2002 14:00,9.81,4.44,7.62,6.34,5.82,2.73
13/01/2002 15:00,9.62,2.74,8.66,5.51,6.28,3.2
13/01/2002 16:00,9.82,2.33,9.48,6.41,5.46,4.09
13/01/2002 17:00,9.41,3.91,9.4,2.29,5.05,4.16
13/01/2002 18:00,6.91,3.09,8.73,2.11,7.13,1.67
13/01/2002 19:00,3.79,1.08,6.52,0.56,8.56,0.74
13/01/2002 20:00,1.77,2.78,6.73,1.41,7.5,2.41
13/01/2002 21:00,1.21,3.3,6.41,2.83,9.26,5.12
13/01/2002 22:00,1.53,3.7,6.7,4.14,9.19,6.81
13/01/2002 23:00,1.93,4.42,6.89,6.03,8.54,4.95
14/01/2002 00:00,5.85,3.74,7.26,6.95,8.28,4.63
14/01/2002 01:00,4.54,3.23,8.06,7.78,6.88,4.54
14/01/2002 02:00,1.23,2.84,7.77,5.46,8.11,3.45
14/01/2002 03:00,0.47,2.77,7.38,5.19,10.74,3.79
14/01/2002 04:00,0.99,3.92,7.4,4.77,7.34,3.38
14/01/2002 05:00,2.45,2.4,6.73,7.44,8.92,2.77
14/01/2002 06:00,3.69,1.75,7.64,8.76,6.12,2.41
14/01/2002 07:00,5.09,1.02,8.11,6.82,5.5,2.57
14/01/2002 08:00,6.27,0.34,8.04,5.49,5.66,2.9
14/01/2002 09:00,4.58,1.32,7.06,7.79,5.02,2.55
14/01/2002 10:00,4.5,1.23,6.5,4.77,6.17,3.2
14/01/2002 11:00,4.18,0.13,5.91,6.02,6.81,2.45
14/01/2002 12:00,6.81,1.1,6.01,15.13,6.92,1.24
14/01/2002 13:00,8.98,4.04,5.23,7.39,7.05,1.2
14/01/2002 14:00,7.25,4.99,4.07,9.33,7.73,3.2
14/01/2002 15:00,7.07,5.18,3.95,9.4,8.11,6.42
14/01/2002 16:00,6.95,5.3,4.16,5.98,7.72,6.57
14/01/2002 17:00,6.59,5.51,4.16,8.03,7.14,5.66
14/01/2002 18:00,7.26,4.5,3.31,10.99,7.19,4.93
14/01/2002 19:00,9.1,5.87,2.31,8.91,4.2,4.87
14/01/2002 20:00,11.43,6.79,1.21,10,4.03,3.04
14/01/2002 21:00,10.8,1.05,0.96,9.02,3.76,2.8
14/01/2002 22:00,9.81,1.81,2.71,10.54,4.38,2.02
14/01/2002 23:00,10.68,2.56,2.44,10.1,5.36,2.12
15/01/2002 00:00,8.87,2.1,7.04,7.88,5.15,4.48
15/01/2002 01:00,8.58,0.81,5.41,8.76,4.07,3.89
15/01/2002 02:00,8.83,3.52,4.55,10.41,2.87,2.1
15/01/2002 03:00,6.96,2.65,4.44,9.99,2.77,2.55
15/01/2002 04:00,6.67,2.97,4.68,9.4,2.34,3.53
15/01/2002 05:00,5.63,0.29,5.28,10.08,2.03,3.38
15/01/2002 06:00,3.81,0.95,5.26,9.36,3.01,2.84
15/01/2002 07:00,3.78,2.98,2.95,9.94,2.51,2.86
15/01/2002 08:00,2.77,4.21,3.09,10.3,2.98,4.95
15/01/2002 09:00,1.9,2.03,1.89,8.82,1.87,2.65
15/01/2002 10:00,2.33,0.15,4.43,11.4,1.94,2.01
15/01/2002 11:00,2.93,4.72,6.78,8.38,2.97,0.72
15/01/2002 12:00,3.16,4.3,6.46,10.52,2.59,1.67
15/01/2002 13:00,2.8,4.23,7.11,10.4,1.31,3.6
15/01/2002 14:00,2.43,3.52,8.33,8.16,2.82,1.17
15/01/2002 15:00,2.56,1.69,4.45,8.77,4.3,1.64
15/01/2002 16:00,2.99,2.49,4.97,9.69,4.14,1.69
15/01/2002 17:00,2.68,4.64,6.02,8.82,4.34,3.44
15/01/2002 18:00,1.72,4.61,2.36,7.89,4.16,3.03
15/01/2002 19:00,1.75,4.41,2.54,10.72,5.61,2.19
15/01/2002 20:00,1.81,2.75,3.63,9.85,5.61,2.03
15/01/2002 21:00,1.69,1.79,3.61,10.16,6.54,3.87
15/01/2002 22:00,2.3,3.04,3.31,9.03,7.09,4.49
15/01/2002 23:00,3.66,3.5,4.17,11.15,9.56,4.22
16/01/2002 00:00,1.85,2.26,3.54,10.13,9.41,2.99
16/01/2002 01:00,1.75,1.32,3.8,9.8,7.84,1.08
16/01/2002 02:00,3.04,2.5,4.59,11.69,8.24,2.08
16/01/2002 03:00,4.2,4.68,3.13,12.75,10.2,3.34
16/01/2002 04:00,5.38,2.69,1.65,10.08,9.88,3.75
16/01/2002 05:00,5.21,2.31,2.69,7.6,12.93,3.31
16/01/2002 06:00,4.96,2.78,1.83,7.39,13.76,4.09
16/01/2002 07:00,4.59,4.74,1.85,10.74,12.15,4.68
16/01/2002 08:00,5.04,8.67,1.95,10.85,14.52,1.69
16/01/2002 09:00,7.31,8.72,0.81,12.15,15.61,0.49
16/01/2002 10:00,7.54,8.91,0.52,11.21,4.41,2.49
16/01/2002 11:00,7.64,8.17,0.59,12.64,6.57,3.01
16/01/2002 12:00,8.63,4.42,0.77,13.59,11.23,4.22
16/01/2002 13:00,7.58,5.57,1.04,13.7,13.35,4.43
16/01/2002 14:00,6.23,2.28,2.4,13.94,11.66,4.38
16/01/2002 15:00,5.05,1.82,2.55,12.18,10.66,4.59
16/01/2002 16:00,4.86,0.8,3.37,16.08,12.51,4.97
16/01/2002 17:00,1.97,0.63,4.2,11.88,12.61,3.49
16/01/2002 18:00,4.16,1.37,4.36,14.14,11.33,1.36
16/01/2002 19:00,2.43,1.5,4.13,16.4,7.95,1.74
16/01/2002 20:00,2.31,1.62,4.03,19.96,7.71,2.64
16/01/2002 21:00,4.6,1.02,3.47,24.46,7.44,3.78
16/01/2002 22:00,7.18,0.44,2.75,15.21,4.97,4.61
16/01/2002 23:00,5,1.05,0.83,16.27,5.81,3.48
17/01/2002 00:00,6.07,0.99,1.39,14.58,4.33,2.68
17/01/2002 01:00,3.19,1.47,2.14,12.21,4.5,1.56
17/01/2002 02:00,6.48,3.11,1.87,11.92,4.65,1.79
17/01/2002 03:00,6,2.87,1.37,11.62,3.72,2.43
17/01/2002 04:00,7.64,2.18,2.16,12.96,1.21,6.1
17/01/2002 05:00,3.77,1.3,1.9,13.82,3.02,6.07
17/01/2002 06:00,4.21,1.1,0.79,15.63,5.03,4.67
17/01/2002 07:00,2.1,1.83,1.82,13.35,6.74,2.58
17/01/2002 08:00,7.21,2.13,3.19,13.82,4.22,2.96
17/01/2002 09:00,7.12,2.88,1.77,14.11,3.57,3.42
17/01/2002 10:00,7.87,1.64,1.49,13.66,1.85,2.72
17/01/2002 11:00,6.96,0.72,0.81,15,1.59,1.78
17/01/2002 12:00,7.41,1.6,1.79,12.37,3.24,1.12
17/01/2002 13:00,7.2,1.2,2.8,13.09,2.71,1.31
17/01/2002 14:00,9.48,2.31,3.48,11.42,2.11,3.88
17/01/2002 15:00,10.32,5.73,3.63,11.58,2.75,3.05
